question_id,length,date,text
125910,1243,2016-07-07 15:42:00,"טוב אז ככה, אני ממש ממש קנאי, ואין מה לעשות, כשאני לא בזוגיות אני אפילו מקנא בסיטואציות רומנטיות של דמויות בסרטים. אנחנו ביחד כבר חודשיים ביחד, והעניין שאיכשהו הרבה פעמים נכנס הקטע שהיא מדברת על האקס שלה, או על אקס אחר. וזה משגע אותי כי זה מגיע להשוואות ביני לבין אקס אחר ""אתה גם ככה? גם האקס שלי היה ככה! אתם מאוד דומים+ חפירה"" או דברים כמו ""אני לא אעשה את הדבר הזה איתך, כי עם האקס האחרון שלי זה לא הסתדר טוב ואני חושבת שהקשר שלנו צריך להיות בנוי על דברים אחרים בלה בלה ולא רוצה שתהיה אותה טעות כמו איתו +חפירה"" וממשגעים אותה דברים שמזכירים לה אקסים וכל מיני. 
קיצור אני אמרתי לה שאני לא אוהב שהיא מדברת על האקסים כל הזמן והיא הבטיחה שתשתדל אבל מה לעשות היא כנראה לא מתאפקת. וכבר אמרתי לה משהו בסגנון של אם פתאום אחד האקסים ירצה לחזור אליה, אז היא הבהירה לי שלא, שהיא אוהבת אותי ושהיא איתי וקיצור חפרה על זה שהיא נאמנה לי וכל זה. קיצור אני אזכיר עוד פעם שאני ממש קנאי, זה גורם לי לקנאה כל הסיפורי אקסים האלה, שהיא מספרת מה היא עשתה עם האקס ואז זה ישר נכנס לדמיון שלי ואני נהיה מזה אכול קנאה ועצבני כי אני גם אוהב אותה. אולי אנשים אחרים היו מסתדרים, אני לא יודע מה אני צריך לעשות במצב הזה. תגידו בסקר או בתגובות מה דעתכם על הסיטואציה, ובכוונה לא שמתי בסקר אפשרויות של תיפרד ממנה או תישאר איתה, כי אני חושב שזה לא רציני להחליט החלטות כאלה ככה."
125893,2304,2016-07-07 14:57:00,"שלום לכולם .                                אני אחות בכורה ,יש לי5 אחים ,מתוכם אחת קרובה לגיל שלי ,כול השאר קטנים ,החל מגיל 12ומטה ,ועד 1.אבא שלי המפרנס היחידי .אמא לא עובדת ,עקרת בית.מאז שהייתי קטנה ,כשרציתי משהו ואמא התנגדה ,אז היחתי מתפרצת ,לדוג :כשקיבלתי מחזור ,הייתי מתביישת  ללכת לחנות לקנות תחבושות,והייתי מבקשת מאחותי תקנה לי ,והיא לא מסכימה ,ואפילו לא מנסה להבין ,והייתה עושה לי דווקא ,כול הזמן אמא ברגעי כעס,הייתה אומרת שהחברות שלי יהיו מןצלחות ממני ,חבל שנולדת בכלל .,הלבשה תחתונה ,לא היה עניין שמבחינת ההורים היה צריך כול כך לדאוג כשהייתי קטנה ,וכמל בגדים ,לעומת זאת לאמא שלי יש מבחר של בגדים והלבשה תחתונה ,אז גם לא היחתי מבקדת כסף ,כי היו נותנים סכומים של 50שח פעם בחצי שנה ,שנה .בילוי חברות ממש לא ניה ,טני ואחותי עזרנו בהית בכידול והטיפול של האחים הקטנים ,ועם כןל זה אמא שצתלונמת שלא עוזרחם לה בשום דבר . שבתוכם כלול הכול ,וכול זה מגיל צעיר עד 18.בקיצור ,אפשר להגיד שהרבה דברים הצליחו לחלחל לתוכי,ולהחליש  ,היא פשוט גרמה לי להיות ממורמרת ,בדיוק כמוהה.הוצאתי בגרות טובה ,למרות שההורים לא מסתכלים על זה ,לא כול כך מעניין אותם .לפני גיוס רציתי לנוח קצת ,ואז לחפש עבודה ,אבל לא ההורים כןל כל היו לחוצים שסוף סוף ,אנימיכולה לעבוד ,ולא היה להם אכפת ,העיקר שאני אצא לעבוד ,שאני אהיה כמו כולם .תוך כדי הצבא ,עבדתי ,רוב הכסף היה למשפחה ,ומשכורת צבאית היחתי משאירה לי ,לקצת אוכל .לא היה להם אכפת שלא נשאר לי כסף לפחות לעצמי .העקר לעזור כלכלית רק .השתחררתי ,ישר בלי לנוח ולהרגיש הרגשת שיחרור ,פחדתי שהם יצאו עליי,ולא ייתנו לי לנוח .מצאתח עבודה ,עובגת קשה .וגם עכשיו אין לי כבף בשביל עצמי ,אבא משאיר חובות של כמה חודשיים ,מבקש עזרה,ואני מנקה אחריו ,למרות שאני אומרת שאני מוכנה לעזור בהכול רק שיגידו לי .אמא ,דמציקה שצריך לעזור כלכלית בהכול ,חדבונות ,אוכל לבית,בית ספר וגן ,אני משלמת הכול.וכשאני רוצה לעשות משהו בשביל עצמי ,לבלות ,להשתמש בכסף שלי ,אני מאגישה רע ,אגואיסטת,ואמא שלי שמזכירה שקשה וצריך לעזור ,כדבעצם סה לא ככה בכלל .אחותי עסוקה ,ים החבר ,מעט בבית ,אני התמיכה של אחים שלי לחמוגית ורגשית ,ולי אין אף אחד ,הגעתי למצב של חולשה,ריקנות ,מגיעה הביתה מהעבודה ,פשוט נופלת למיטה ,ולא עושה כלום,מערכת יחסים לא עולה בכלל בראש שלי ,ואני פשוט לא מרגישה פנוייה רגשית לזה  .רוצה לילמוד ,להתקדם ,לשמש דוגמא לאחים,אנשים אומרים שאני צריכה להיות שם ,אבל הם לא מבינים שקשה לי נפשית ,שאין לי כול מרגישה כאילו עברו עלי מליון חיים .לא רוצה להיות כמו אמא שלי .מה אני עושה ,איך להתרומם ,איך להצקדם למרות  הקשיים ?"
125888,1034,2016-07-07 14:35:00,"שלום, אני בת 17 וחבר שלי 19. 
אני מוכנה לשכב איתו, אנחנו עושים דברים מיניים ואני ממש נהנת. הוא הראשון שלי בהכל, חבר ראשון, נשיקה ראשונה וכו׳.  
הוא ממש אוהב אותי ומקריב הרבה בשבילי, ואני רצינית.. היו לו כל כך הרבה סיבות להיפרד והוא נשאר ונלחם. כולם אומרים שרואים שהוא אוהב אותי, הוא עושה בשבילי הכל ! מכבד אותי מאוד. ואני מקווה שזה הדדי :) 
אני מאוד סומכת עליו. 
מצד אחד אני מוכנה לשכב איתו, מצד שני יש לי חששות ופחדים. 
הריון (הוא אומר שתמיד נשתמש בקונדום דורקס ולא יקרה כלום). 
פתאום שאני לא בתולה יותר (מפחיד אותי, לא יודעת למה, זה שונה). 
זה שההורים יגלו ושאצטרך להסתיר מאחרים. 
אני תמיד אומרת לו את זה והוא טיפה מתעצבן. הוא אומר שאם אלו היו חששות הגיוניים יותר אז הוא היה מבין אבל אלו דברים שהוא לא מבין חח הוא טוען שהריון לא יקרה, שזה דבר טבעי ששוכבים בזוגיות, ושגם אם ההורים יגלו, זה לא עניינם (הם באמת חנקו אותנו 10 חודשים, ברוך ה׳ בחודש האחרון הרפו והסכימו לי ללכת אליו פעם בשבוע).  
למרות זה הוא מוכן לחכות עד שארגיש מוכנה.  
 
השאלה שלי היא כזאת:  
לשכב איתו ופשוט להתעלם מהפחדים שלי וזה יעבור ? אני באמת רוצה ומוכנה, מאוד."
125884,1236,2016-07-07 14:27:00,"היי, 
אז חבר טוב שלי היה בדיכאון במשך השנה האחרונה בעקבות מישהי שהוא היה מאוהב בה. האופי שלו לפעמים דומה לשלי, לפעמים אנחנו ממש רציניים ומדברים על רגשות, התאהבויות, דיכאון, ומצד שני גם סתם צוחקים על שטויות כמו meme, מוזיקה גרועה וכדומה. לפני חודש הוא סיפר לי שמישהי הציעה לו לקיים אותו יחסי מין (פעם ראשונה שלו). הוא סיפר לי על זה, ואמרתי לו שיש לי במוח שני צדדים; צד אחד אומר שלא כדאי לו לעשות את זה בשביל לשכוח ממישהי אחרת (הוא גם אמר בעצמו לפני כן שהוא מרגיש עם זה קצת רע), ושהפעם הראשונה צריכה להיות עם מישהי שבאמת אוהבים. הצד השני אומר שחיים רק פעם אחת וזה סך הכל סקס, כמעט כולם עושים את זה בשלב מסוים. עבר חודש ולפני שבוע הוא סיפר לי שהוא שכב עם אותה הבחורה (שאגב הוא לא אומר מי היא, כדי לשמור על הכבוד שלה) והרגשתי רע, התנהגתי כאילו אני שמח בשבילו אבל הרגשתי רע שאני לא באמת שמח בשבילו... משהו הרגיש לא בסדר עם זה, פשוט תחושה רעה. מפעם לפעם כשאנחנו נפגשים הוא מספר לי על זה וכל פעם מחדש אני מנסה להתנהג באדישות, אבל כל הזמן מרגיש שאני לא מספיק שמח בשבילו. העניין הוא שהמקרה כבר קרה והיא עכשיו תהפוך ליזיזה קבועה שלו. אני מרגיש שזה לא האופי שלו, זה פשוט לא ממש מתאים לו. זה לא מקנאה אלא פשוט הרגשה של הידרדרות. איך להוריד מעצמי את המחשבה הזו? אני כן מדבר במודע אליו אבל לא בטוח אם מה שאני עושה הוא בסדר, אני רק רוצה להיות חבר טוב."
125869,894,2016-07-07 13:57:00,"לפי שהבנתם בכותרת יש לי אח תאום ושלשום הוא הזמין את חבר שלו אלינו הבייתה והם שיחקו יחד בפיפא בסלון בידיוק יצאתי מהחדר כי רציתי לשתות מים ושהייתי במסדרון שמעתי אותם מדברים אז עצרתי וחבר של אחי אמר: תגיד זה יהיה בסדר מבחינתך אם אני יזמין את אחותך לצאת איתי לסרט? אני די מחבב אותה.. ישר הסמכתי והיה לי חיוך כזה כי אני גם מחבבת אותו הוא בן בית אצלנו. אבל אז אחי התאום אמר לו: ממש לא! מה אתה דפוק אחי זאת אחותי!! איכס (יש לציין שהוא ילדותי ודי ולא מת עלי) ממש היתעצבנתי והייתי עצובה שהוא אמר את זה אחרי זה שניהם שתקו ושחקו בפיפא לא יצאתי מהחדר עד שהחבר של אחי הלך. 
אתמול הם היו צריכים ללכת להיתאמן בכדורגל אבל כנראה ביטלו בגלל מה שקרה.. אבל באיזה זכות אחי אומר דבר כזה לחבר שלו מה אכפת לו!! אוף אני ממש מחבבת אותו והייתי רוצה לצאת איתו. מה אני צריכה לעשות עכשיו? היום הוא בא לישון אצלנו ותמיד שהוא בא אנחנו עושים צחוקים שלושתינו ורואים טלויזה ביחד (מעריצים של האנטומיה של גריי) אבל עכשיו אני מתפדחת"
125860,1584,2016-07-07 13:27:00,"אני כותבת את זה בדמעות. 
אז ככה אני כתבתי פה את השאלה הזאת וזה עדכון שלה...וראיתי שלא ענו לי גם. 
אז ככה היי, בשמונה בערב אמא שלי שכנעה אותי לבוא עם חברה שלי ללה פארק ולשמור על אחותי וחברה שלה...לא רציתי כי הייתי עייפה אבל בסוף באתי... 
 
היינו שם ועלינו על הברבורים הגדולים האלה ואז אני וחברה שלי רצינו לקנות ארטיק טעים וביקשנו מאחותי וחברה שלה (הן בנות 8) שיחכו לנו רגע כדי שנקנה, במקום לחכות הן ברחו והיו ליד אמא שלי ברחבה שם והכול היה בסדר אפילו אמא שלי דיברה איתנו והכול היה נחמד. ואז אמרתי לאמא שלי שהן ברחו והיא אמרה להן לא לברוח יותר והן אמרו בסדר. 
 
אחרי זה הלכנו איתן לקסטרו כי אני וחברה שלי (אנחנו בנות 14) רצינו לראות בגדים והן נכנסו איתנו ואז הן אמרו שהן הולכות ולא הסכמתי והן הלכו. חשבתי שהן הלכו לאמא שלי כמו קודם וזה באמת קרה הן הלכו לשם והסתובבו למטה ואני וחברה שלי יצאנו וישבנו בגשר הזה על איזה ספסל ודיברנו ואמא שלי אחרי בערך 45 דקות עברה לידינו עם אחותי וחברה שלה ואמרה ״יאלה הביתה״ אז קמנו ואז נזכרתי שאמא שלי הבטיחה לי שאני אקנה סושי כי אכלתי היום קצת פסטה והייתי רעבה אז קראתי לה והיא לא ענתה אז באתי אליה והיא פתאום צרחה עלי שמה פתאום אני עוזבת אותן וכמה פעמים היא יכולה להתקשר אלי (הטלפון שלי היה בפנים ולא שמעתי שהיא התקשרה) וכמה שאני לא אחראית ושניסיתי להסביר לה היא לא הקשיבה ופשוט המשיכה ללכת.  
 
עדכון: 
הלכתי לדבר איתה ולהתנצל וכשאמרתי סליחה היא צרחה עלי וקיללה אותי ואמרה לי דברים קשים שאני מעדיפה לא לכתוב פה...אני לא מפסיקה לבכות! קשה לי...היא גם אמרה לי לא לבקש ממנה יותר שום דבר ושהיא לא מקבלת את הסליחה שלי ושהיא לא תסלח לי ועוד קללות ודברים קשים מאוד....אני לא אצליח להרדם ככה וקשה לי.  
בבקשה תעזרו אני לא מפסיקה לבכות ואני לא יודעת מה לעשות!?"
125841,1724,2016-07-07 13:03:00,"אמא שלי רואת חשבון ואבא שלי פתח עסק עצמאי שבממוצע מרוויח1000 לחודש.החודש כלום..אני עובדת..בשביל עצמי אבל אני עושה גשר ואני צריכה  לשלם חצי משלי חצי אמא שלי(וישלי מארנק שלי חצי מהתשלום.)  
לפני כמה שנים עברתי פיגוע שכולי מהפיצוץ רסיסים וזה התעוותי..במבנה פנים.אין צלקות נראות עין אבל כרגע הפנים שלי מזעזעות ויש ניתוחים פרטים שעולים 40 אלףך שח. 
 
אני גרה בשכונה אחרת מחברות שלי  
 
.חברות שלי נראות פי 10 ממני-אם זה ביופי..מטופחות החלקות בגדים מאמן כושר ספורט..הם גםגבוות ואני 1.55 וכולם מתחילים איתן.ואומרים לי""למה את מסתובבת עם יפות ממך"" 
הבעיה ה2 בקשר  היא אני רצכחה ללכת 30 דק ברגל בשביל להגיע לבית שלהם./לקניון/לבריכה 
ממש רחוק.וה פוגע קצת חברתית..אני לרוב מבטלת מפגשים כי זה לא קרוב לבית שלי(שומדבר לא קרוב לבית שלי כי אני בשכונה מגעילה ומכעורת ..)והם בנינים מפוארים וגדולים.מורה פרטית שמשקיעים עליהם אפילו הביא לה במכללה!!..5 יחידות אנגלית ומתמטקיה הם עושות ובעוד שאני 3.. 
 
 אין לי עזרה מאפחד.ענייה מכוערת אפילו קצת שמנה.. 
 
בגלל הכסף המשפחה שלי לא מטיילת בכלל 
הם התחלו להתרחק מאז שטסו ביחד כולם לאיטליה(לא יכלתי לבוא והם הבינו את זה לגמרי התיעצו איתי ואז לא רציתי שההורים שלי יפגעו אז אמרתי להם שאנחנו לחוצים כרגע בזמנים..) 
ומאז שהם חזרו(לפני 4 ימים)אני והן פחות מדברות ואני מרגישה שבגלל הקרבה הפיזית וגם מבחינה כלכלית הכל מסתדר להם טב ואני לא קשורה ועכשיו אין לי חברים!..לאט לאט.אני מתמוטטת פה.תיכון לא רצו לקבל אותי מרוב שציונים נמוכים.מבחינה כלכלית קשה לי ממש לראות את כל הבצפר שלי בבנינים מפוארים הולכים ביחד לקניון ואני באוטבס לבד כי אני לא קרובה לשם.יש לי מלא בעיות ואני גם מכוערת  
 
חברתית אני מתרחקת!מכולם!מרחק נוראי אין קווים לשכונה שלהםבאוטבס 
 ומונית זה 30 שח לכיוון..ואין כסף כלכך לשלם.. 
מבחינהנ כלכלית זה משפיע חברתית כנל מרחק.גם ביופי וגם בשכל(מורים פרטיים) אין לי המ לחיות ככה למה אני שונה למה??"
125848,824,2016-07-07 12:48:00,"לא ברור לי מה אני עושה לא בסדר פעם אחרי פעם,  בגדול מכיר מישהי חדשה הכל טוב ויפה ואז פתאום היא מסננת לא שולחת הודעות ובכללי מתרחקת.  
אני יכול להעיד על עצמי שאני בחור שנראה טוב מלומד בעל רכב ובאמת עם לב טוב לא מתנהג מסריח לבנות כמו שלא הייתי רוצה שיתנהגו לבת שלי בעתיד. 
אבל במקום זה מקבל את היחס ההפוך מבנות פעם אחרי פעם מה לא בסדר אתכן? 
אני שומע הרבה בנות שאומרות כולם אותו דבר מניאקים וכו.. אבל שמגיע בחור טוב שכן נותן מעצמו הן בורחות  
אני יודע לשחק אותה בתחילת הקשר תמשחקים שהבנות אוהבות  
אבל פשוט פעם אחרי פעם לא מעריכות..  
לא יודע כבר מה לעשות לחזור להתנהג כמו מניאק אולי זה יעזור? 
בטוח שיש הרבה גברים שמרגישים כמוני  
מצד אחד אומר בסוף תבוא זאת שתעריך ופעם אחרי פעם מתאכזב  
דווקא בגלל שפעם הייתי בעולם של הסטוצים והדברים האלה יודע שזה לא בשבילי  
בקיצור אשמח להסבר גם מבנים וגם מבנות חשוב לי לשמוע מה אתם חושבים"
125856,2164,2016-07-07 12:25:00,"אני מצטערת על החפירה אבל פשוט הייתי חייבת לשאול ולפרוק.. 
 
בקשר לחכמה (כי זה יותר חשוב לי כרגע) 
אני לא מרגישה חכמה. אני מרגישה שיש הרבה יותר חכמים ממני, שאני לא חכמה ככ בקיצור. 
הרבה פעמים אנשים באים אליי ואומרים לי שאני ממש חכמה. אם זה פה לפי התגובות שלי, או אם זה הסביבה שלי.  
בלימודים אני מרגישה שאנשים טועים לגביי. למשל: הם שמו אותי בכיתה שבה לומדים כרגיל (מרחיבים 2 מקצועות). כשהמורה סיפרה לי שזאת הכיתה שאני אשובץ אליה לפני כמה שנים אני פשוט הייתי בהלם. חשבתי שהיא טועה פה, חשבתי שהיא תשים אותי בכיתה של ""אין להם סיכוי"" או משהו כזה.. 
עוד דוגמא - אותה מורה לפני כמה שנים הייתה צריכה לבחור מהכיתה שלי 5 תלמידים שהיא סומכת עליהם וחושבת שמגיע להם לצאת לפעילות כלשהי, והיא בחרה בי! איך? אני עדיין לא מבינה.. בטח בגלל שהיה לי חשוב ביום הולדת שלה או משהו אבל אני באמת שלא יודעת.. 
עוד דבר, כשאנשים באים אליי ואומרים לי שאני חכמה אז אני פשוט מחייכת וחושבת לעצמי ""אני לא, תפסיקו להגיד לי את זה.. אני יודעת מה אני"". וכשהם שואלים אותי אם אני חושבת שאני חכמה אני אומרת להם ככה ככה... 
אני לא אזכיר ציונים בלימודים כי הציונים שלי טובים בשבילי .. ממוצע 80.. 
דבר אחרון בנוגע לחכמה: אח שלי נראה לי הוא אחד הגורמים לכך. הסיבה הפשוטה היא שכל פעם שאני מביאה ציון 80+ (בקושי מקבלת 90+ או בכלל 100) אז הוא אומר ""מזה את מרוצה? זה ציון בסדר, את צריכה להוציא ציון מצוין"".. ואמא שלי תומכת בו והפכה אותו לסוגשל ""אבא"" לי ולאחים שלי. 
 
בנוגע ליופי 
אני תמיד אומרת שחיצוניות היא לא הכי חשובה לי בבן אדם וזה נכון. אני לא חושבת על חיצוניות, לא מעניין אותי חיצונית, זה הדבר האחרון שאני שמה לב אליו גם באנשים. 
העניין הוא כזה - היו לי הרבה בני זוג. כולם אמרו לי שאני יפה ובלה בלה בלה.. לא הייתי חושבת אם באמת אני יפה או לא כשהם היו אומרים לי אתזה. 
אבל כשאנשים באים אליי ואומרים לי שאני יפה, אני לא מאמינה להם. 
אני מרגישה שהיופי שלי הוא יופי פשוט, לא משהו מיוחד. בטח בגלל דוגמניות ובנות ששמות מלא מייקאפ ואני לא שמה איפור כמעט. אם אני שמה זה לעיתים רחוקות. 
 
 
1. מה יכול להיות הגורם לכך שאני לא מרגישה חכמה ככ? 
2. מה יכול להיות הגורם לכך שאני לא מעריכה את החיצוניות שלי כמו שצריך? 
3. האם זה קשור לחוסר ביטחון? כי יש לי ביטחון, אני לא בחורה שקטה והכל. אבל הכוונה היא חוסר ביטחון ביני לבין עצמי ולא חוסר ביטחון ביני לבין כולם.. 
 
ואני מודה לכל מי שקרא עד הסוף, ובמיוחד לאלה שיענו!♥"
125816,1210,2016-07-07 12:17:00,"קודם כל, זאת הפעם הראשונה שאני מעלה שאלה באתר הזה, אני מאוד אשמח אם תוכלו לעזור לי, אני דיי עובדת עצות... 
אז ככה יש לי ידיד שהכירה לי חברה, חשוב לומר שהקשר שלנו הן כמה חודשים בלבד שלפניכם לא היה לנו כל קשר, בכל מקרה נפגשתי אותו מספר פעמים לאחרונה ( לא לבד אלה עם עוד ידיד ותיק שלי ושתי חברות נוספות ), והפעם הראשונה שנפגשנו הייתה בינינו משיכה שהייתה ברורה לכולם, ומאז נפגשנו כמה פעמים ברוב הפעמים התחבקנו והיינו ביחד אבל לא קרה שום דבר חוץ מזה ואז מגיע החלק השני.  
לפני שבוע נפגשנו עוד פעם, אני, חברות שלי, הוא, ובן נוסף. בשלב הזה אני רוצה לציין שאף פעם לא הייתי בקרבה משמעותית עם בן מסוים חוץ מכמה נשיקות יבשות פה ושם.. אז באותו היום נפגשנו לישון ובאיזה שהוא שלב מאוחר בלילה בסביבות השעה שתיים החלטנו לשחק אמת או חובה, רוב הזמן לא הייתי כל כך מעורבת (עקב כאבי מחזור..) שהכאב עבר התחלתי להיות מעורבת, שיחקנו והיה ממש כיף והייתה עבירה מאוד משוחררת ובאיזה שהוא שלב חברתי (שכמובן יודעת איך אני מרגישה כלפיו) נתנה לי חובה, לנשק את אותו הילד נשיקה צרפתית, אז ככה, אני יודעת שבגיל הזה נשיקות הן לא דבר יוצא דופן אבל עדיין בגלל שעוד לא התנסתי בזה נלחצתי מאוד, (אותו הילד כבר התנשק מספר פעמיים בחיים)   
בסוף החלטתי לעשות את זה ואני חייבת לומר שזה היה אחד הדברים הכפיים ביותר שחוויתי ונשארנו דבוקים אחד לשני הרבה זמן"
125826,1353,2016-07-07 11:54:00,"אני כותב שורות אלה כשאני רוצה לבכות והדמעות לא יוצאות, אך הלב שלי קרוע ומדמם. מאז שאני זוכר את עצמי אני הייתי בדיכאון עם נטיות אובדניות. תמיד נלחמתי בזה, וגם היום אני עם כדורים (ממש לא משנה למה). 
ארוסתי, הדבר הכי טוב שקרה לי בחיים המסריחים האלה עברה היום ניתוח. לא משהו מטורף, אבל עדיין שהצריך הרדמה מלאה וביצוע חתכים במקום רגיש. בהתאוששות קראו לאמא שלה כשאני כל הזמן מחכה ליד הדלת לשמוע מה שלומה. היא נכנסה ושמעתי אותה בוכה כמה כואב לה. היא ראתה אותי וביקשה ממני להיכנס והאחות צעקה שהיא לא נותנת הוראות ורק משפחה יכולה לראות אותה. 
כשליוויתי אותה למחלקה שלה צעקו עלי ועל משפחתה שרק אחד מבני המשפחה יכול לראות אותה. בשלב הזה זה היה אני, אמא שלה, ודודים. כמובן, נתתי לאמא להיכנס ולהיות איתה. 
לא קראו לנו. דודתה נכנסה ורק לאחר עשר דקות היא אמרה לי ""כנס בשקט שלא יראו אותך"". אחרי שנישקתי אותה נסעתי בחזרה למרכז בגלל בחינה באוניברסיטה. 
למה אני צריך להסתיר מי אני?? למה אני לא מוגדר מבחינתם כמשפחה??? למה לכל הרוחות אני צריך להרגיש כאילו אני כלב שבעטו אותו החוצה?? 
אני הייתי איתה משבע בבוקר. לרגע נסעתי למרכז (כי היא אושפזה בצפון) כי אמרו שהניתוח יהיה מאוחר. ברגע שהגעתי היא כתבה לי שהיא בחדר המתנה לניתוח. חזרתי את כל הדרך במהירות מטורפת כדי לנסות להיות איתה רגע לפני שהיא נכנסה לניתוח, והצלחתי. נשארתי עד שהחזירו אותה למחלקה. 
למה אני כלב? למה אני רוצה לסיים את חיי? למה אני לא איתה עכשיו? אולי בכלל מגיע לה אדם יותר טוב ממני. לעזאזל. 
סליחה על החפירה."
125835,915,2016-07-07 11:17:00,"פגשתי מישהו ממש חמוד ויש בינינו אינטימיות, ירדתי לו כמה פעמים והוא נגע לי בדגדגן, אני מאוד רוצה שהוא ירד לי גם וניסיתי לרמוז לו אבל נראה שהוא לא הבין או שהוא פשוט לא מעוניין לרדת לי , וזה מוריד לי קצת מהביטחון, ואני היגיינית אני שוטפת עם סבון שטיפה אינטימי ומשתמשת במגבונים כמעט כל יום כדי שה*** שלי ישאר רענן ונטול ריח (יודעת שבכל זאת יהיה ריח אבל משתדלת שלא יהיה ריח מסריח) ואני רוצה שהוא ירד לי גם כמו שאני יורדת לו.. בפגישה האחרונה עשינו אותו דבר והוא לא ירד לי למרות שנתתי לו לגמור לי בפה כי הוא ביקש ... חושבת שגם לי מגיע לא? לפחות פעם אחת רק.. :( אני לא יודעת למה הוא לא יורד לי ואני מתביישת לבקש ממנו.... איך גורמים לגבר לרשת לבחורה? אני לא מרגישה סיפוק, כאילו כשהוא נוגע לי הדגדגן זה נעים לי ואני כמעט גומרת אבל פתאום הוא מפסיק ושואל אם גמרתי?, וזה מוריד לי ואני מתבאסת כי אז אני צריכה להתרכז שוב. (לוקח לי כמה זמן להשתחרר...) מה לעשות כדי שהוא ירד לי בלי שאבקש? אם אם אני צריכה לבקש אז איך לבקש ממנו לרדת?"
125839,822,2016-07-07 11:01:00,"לאחרונה שמתי לב שאני לא מתייחסת למין כמו כולם, הנשיקה הראשונה שלי הייתה במסיבה עם מישהו שאני לא מכירה לפני בערך שנה ומאז התנשקתי מרגש פעם אחת עם מישהו שהייתי בקטע שלו אבל לא יצא מזה כלום וכל שאר הפעמים היו במסיבות עם כל מני אנשים שאני לא מכירה ואני לא מרגישה שום חרטות. 
התחלתי לקיים יחסי מין לפני קרוב לשנה עם מישהו מהשכבה שלי שעכשיו אנחנו בקשר אבל אפלטוני ומאז היו לי בערך 3 פרטנרים חוץ ממנו וכל פעם שהם התחילו לפתח רגשות ורצו קשר זה דיי הרס לי את המין וחתכתי מהם.  
אני גם יודעת שכשאגדל אם יהיו לי בעיות כספיות לא תהיה לי בעיה לפנות לזנות או חשפנות כי אני ממש לא רואה אתזה כמשהו בעייתי.  
ובשיחה שהייתה לי עם הפרטנר הראשון שלי הבנתי שהוא חשב שהייתי בקטע שלו כששכבנו והוא היה ממש מופתע כשאמרתי לו שסתם הייתי חרמנית והוא עשה לי אתזה. 
בקיצור.. זה מוזר איך שאני מסתכלת על סקס? או שיש עוד אנשים שרואים סקס ואינטימיות כמוני?"
125840,1083,2016-07-07 10:54:00,"שלום לכולם,  
אני ביסקסואל, בארון....  
ראשית אציין שאני נשמע לנשים וגברים באותה מידה.  
הייתי בגיל 16 בזוגיות עם אישה במשך 8 חודשים, נפרדנו כמה ימים לפני שחגגתי יום הולדת 17, קיימנו יחסי מין לא מלאים (אוראלי בעיקר)....  
אישית נהנתי במהלך קיום יחסי המין, אך מאז ומעולם נמשכתי גם לגברים, אומנם לא יצא לי לנסות עד הפרידה יחסים עם - גברים, למרות שתמיד היה לי רצון...  
בערך בגיל 17 וחצי, אחרי הפרידה הקשה, התחלתי להתמקד בחיפוש זוגיות עם גבר....  
רציתי לנסות גם עם גברים, כי אם עם אישה נוח לי אני מאמין שיכול להיות נוח לי גם עם גברים, כי הרי שני הצדדים מושכים אותי....  
מפה לשם הלכתי לכמה מקומות של היכרויות, לא מצאתי זוגיות (אציין שמאוד קשה למצוא זוגיות בקהילה הגאה, 98% מחפשים סקס נטו, אני מחפש קשר זוגי.)..  
מפה לשם יצא שהתנשקתי עם מישהו ממש נחמד, נהנתי והרגשתי בדיוק כמו הנשיקה הראשונה שלי עם האקסית, אופוריה...  
מה שאני בא לספר זה בעצם הדבר הבא:  
במהלך השתלבותי בקהילה, נתקלתי בבעיה רצינית.  
חוסר קבלה של ביסקסואלים...  
זה מתחיל בכך שחלק אומרים שאין דבר כזה בכלל, חלק קראו לי שקרן, וחלק כמובן ירדו לפסים אישיים.. .  
אני מנסה באמת להבין למה לא מקבלים אותנו, אשמח לתשובות. .."
125794,925,2016-07-07 10:31:00,"שלום,כבר תקופה אני עוברת חרם זה גם בנים ובעיקר בנות בעבר זה היה יותר אלימות מילולית הטרדות של בנים.. ומכות בנות היו צוחקים על המראה החיצוני שלי מקללים אותי ועכשיו עברתי ביה""ס כל הבנות שם מגעילות איך שהם רואות אותי הם זורקות איזה מילה נגיד מפגרת סתומה חולת נפש.. ומחפשות לריב איתי לפעמים אני חושבת שאני לא בסדר אבל אני מדברת יפה וכמה פעמים שצחקו עליי שתקתי ולא עניתי ועכשיו כן אז עכשיו הם יותר מחפשים אותי אני יכולה ללכת ברחוב ויש ילדים שאני מכירה שהם יראו אותי ויתחילו לירוק או לזרוק מילה או להסתכל במבט חזק של שנאה ניסיתי להתחבר להרבה בנות אבל לא הצלחתי כל פעם שניסיתי הם ברחו ממני רוב הזמן הייתי לבד כל פעם בביה""ס צוחקים עליי נמאס לי להיות אחד מול כולם אני ממש לא טובה בלימודים בביה""ס בגלל הרבה סיבות אני כל הזמן לבד נגיד אני יכולה להיות כמעט כל יום לבד במשך 8 שעות אין לי חברים לפני שבוע שלחו לי בהודעות קללות בנות והגבתי וזה לא נגמר... מה אתם חושבים שאני צריכה לעשות?עדיף להיות בלי חברות? יש לכם המלצות? תודה לכל העוזרים."
