question_id,length,text
200066,1565,"אז ככה לפני כשנה וחצי אפילו יותר אני וחבר השוואנו באורך של איבר המין כמו כל נער בגילנו עכשיו זה הפך להיות קצת מביך הוא נגע לי באיבר (נגע נוטה לאונן) ולא ידעתי איך להגיב פשוט שתקתי כי הוא (היה) חבר טוב מאוד שלי (זה דיי ישתנה מאז פשוט הרגשתי לא בנוח עם הקשר) אז הוא אונן לי ואחרי כמה זמן פשוט הלכנו כל אחד לבית שלו ומאז פשוט הרגשתי כאילו פגעתי בגבריות שלי תמיד אהבתי וגם עכשיו אני אוהב בנות וכן עושה לי את זה היופי שלהן והגוף שלהן אבל מאז פשוט התחלתי להרגיש שונה אני עדיין אוהב נשים והכל אבל אם אני יראה תמונה של דוגמן על כן אני אומר איזה חתיך הוא הלוואי הייתי ככה איזה גוף יש לו (אני דיי שמנמן אפעם לא הרגשתי לא בנוח עם עצמי) כאילו מאז התחלתי להרגיש שאני לא מספיק טוב ואני לא מספיק גבר וירד לי מאוד הביטחון העצמי וניסיתי לדבר איתי על זה הוא תמיד יברח מהנושא או יגיד שזה לא היה ככה ותמיד פחדתי שיגלו או שהוא יגיד ומה יקרה אם ידעו וזאת הפעם הראשונה שדיברתי על זה מאז ואני לא יודע מה לעשות אני יודע שאני אוהב בנות ותמיד חשבתי על העתיד שתיהיה לי אישה ונשכב ויהיו לי ילדים אבל עכשיו אני גם חושב על זה פשוט כמו שאמרתי שאם אני אראה תמונה של גבר חתיך אני יחשוב על זה שהוא נראה טוב ואני לא והוא גבר ואני לא וגם בחיי היומיום שלי בבית ספר אם אני אראה חבר שנראה ייתר טוב אני יעשה השוואה עם עצמי משהו שלא קרה לפני ואני לא רואה את עצמי כהומו (לא בקטע של להעליב אף אחד ואני לא הומופוב זה פשוט לא אני) פעם אמרו לי התנשקת פעם ואמרתי לא אולי בגלל זה עולה לי בכלל המחשבה של ההשוואה ושל איזה חתיך ואיזה גוף יש לאותו גבר ואולי בגלל זה גם אני מרגיש שנפגע לי הגבריות כי אף פעם לא התנשקתי עם בת אז אני לא יודע מה המצב שלי? 
אשמח לתגובות שיעזרו לי ואם אני בסדר וזה לא קשור לנטיות המיניות שלי"
200068,1679,"בתיכון הייתה לי חבורה של חברות שהיינו תמיד יחד.. בסוף י""ב הקשר כבר הפסיק להיות חזק, לא בגלל משהו רציני אבל פשוט כבר לא התעניינו אחת בשניה והקשר נותק. 
מאז התיכון כבר יש כמה בנות שהתחתנו שהזמינו בנות מהכיתה וכן הלכו אליהן (לא יודעת אם הן היו בקשר אחת עם השנייה) . 
2 מתוך אלה שהתחתנו היו החברות הכי טובות שלי, שהזמינו אותי אישית הגיעו עד אליי לבית עם הזמנה (למרות שלא הייתי בבית, הם הביאו לאחותי את ההזמנה) ואני החלטתי שלא ללכת לחתונה שלהן למרות שכן ממש ממש רציתי אבל יש לי סיבה שבגללה לא יכולתי ללכת. 
עד היום אני מתבאסת על שלא הלכתי ושזה לא יפה ומרגישה ממש רע עם עצמי. 
אני בטוחה שאם אזמין אותן הן לא יבואו אבל השאלה היא האם בכל זאת להזמין למרות שאני יודעת שלא יבואו, או שלא להזמין כי זה בושה להזמין בכלל. 
אני אוכלת על זה סרטים כי מצד אחד הן הזמינו אז איזה פרצוף יש לי לא להזמין? ומצד שני לא הלכתי אז איזה פרצוף יש לי להזמין?! זה מתסבך אותי רצח. 
יש זמן עד שאני אתחתן (עוד חצי שנה) אז יש לי זמן לחשוב על זה אבל עדיין אני במחשבות על זה. 
בנוסף יש לי עוד חברה אחת מהתיכון שאיתה אני בקשר ממש מתנדנד. אנחנו מתכתבות פעם באיזה חודש אבל בקטנה כזה, היא היחידה שאני בסוג של קשר איתה. והיא איחלה לי מזל טוב כשהתארסתי. האם להזמין אותה? אם כן, אז זה לא פאדיחה להזמין רק אותה? היא לא מכירה אף אחד עם מי היא תשב ותהיה? ואם לא, אז זה לא מכבד כזה, כי היא גם הייתה חברה טובה ואני אוהבת אותה המון ודווקא הייתי רוצה שהיא תהיה. 
אה ועוד שאלה, אם כדאי להזמין עוד בנות מהכיתה שהיו איתי, שהן לא היו חברות הכי טובות אבל כן היינו מדברות אחת עם השניה והיינו סבבה, אבל מהתיכון אנחנו כבר לא בקשר . זה נראה לי דבילי להזמין אנשים שאני לא בקשר איתם אבל השאלה אם בכל זאת להזמין כי שאר הבנות בכיתה כן הזמינו למרות שהן לא בקשר וכן באו אליהן, אז אולי אני גם צריכה לעשות את זה? 
אשמח לתשובות בלי לרדת עליי תודה :)"
200072,1125,"היי , יש לי חבר כבר שנה וחצי...טוב לי איתו , אך בחצי שנה האחרונה ..אנחנו רבים המון , יש וויכוחים , חזרנו ונפרדנו הרבה...חשבתי הרבה פעמים לחתוך ולוותר  
ותמיד היה לי מין חוסר וודאות לגבי הקשר הזה ..לא הייתי בטוחה בו תמיד... 
הקשר שלנו יודע עליות ומורדות.. 
ביום שישי האחרון יצאתי עם חברות למסיבה ופגשתי שם בחור שהיה לי קטע איתו די רציני בעבר ... 
השתכרתי ועם כל הסערת רגשות , הבלבול מהקשר , מחשבות ...התנשקנו ... 
חזרתי לבית בוכה !! בא לי פשוט למחוק את זה מהזכרון ולהמשיך ..אבל אני לא יכולה !! 
יש לי ממש קושי נפשי ופיזי ...אין לי כח לתפקד ...המצפון אוכל אותי ...וחברות אומרות לי שה רק אומר שלא היה לך טוב בקשר ורצית קצת להשתחרר... 
אבל אני עדיין איתו וזה לא בסדר!!! 
אני פשוט מצטערת ... 
אני גם לא יודעת אם לספר לו ... 
אמרתי לו ששתיתי יותר מדי אבל לא סיפרתי פרטים.. 
פשוט איבדתי את עצמי שם!!  שתיתי יותר מדי ...ולא חשבתי על כלום ... 
רע לי בטירוף ואני כותבת את זה עם דמעות  
אני אדם מאוד נאמן ..אני בקושי יוצאת לבלות ...בחיים לא בגדתי באף אחד...ובגלל זה קשה לי לקבל את זה ...אני מבקרת את עצמי בלי סוף.. 
אין לי איך לתאר מה אני מריגשה ... 
פשוט אפס אני מריגשה שהחרטה אוכלת אותי פשוט 
אני לא יודעת מה לעשות ... 
תעזרו לי בבקשה"
200073,2119,"שלום לכולם, 
 
אני עובדת ברשת מסוימת בתוך אחראית משמרת, לאחרונה אני שמה לב שאחד העובדים החדשים מתחיל לעשות דברים שמעוררים אצלי איזו נקודה.  
 
חשוב לי לציין שאני בן אדם שמשדר ""אל תגעו בי"" (ביישנית משהו) אני לא יודעת למה אבל תמיד הייתה לי את הבעיה הזו, אני לא בן אדם מחבק ומאוד נילחצת אם מישהו מתקרב אלי, אנשים מבינים את זה ופשוט לא ממש מחבקים אותי.  
 
יצא לי כבר כמה פעמים לעבוד איתו, תמיד הוא שאל אותי מה עם חבר שלי (יש לי חבר כבר 4 שנים עוד מעט) ותמיד ""צוחק"" על זה שאנחנו כמעט ולא נפגשים (שנינו סטודנטים מערים מאוד רחוקות), בנוסף, אני לא בחורה גבוהה במיוחד (1.5) והוא תמיד גם על זה אומר משהו, אני לא מייחסת לזה חשיבות ותמיד צוחקת על זה.  
 
לאחרונה אני שמה לב שהוא מתחיל לגעת בי פה ושם, כמו טפיחה על השכם, או שהוא מחזיק לי את היד (לא יד ביד כן?) ומושך אותי לראות משהו ופתאום הוא התחיל לחבק אותי כשאני מגיעה לעבודה, אני הייתי בשוק ולא ממש הבנתי מאיפה זה בא ויצא לי פרצוף מבוייש מאוד.  
 
לא מפריע לי עניין החיבוק, פשוט לא הבנתי מאיפה זה בא..חבר שלי אומר לי לפקוח עליו עין, אך מצד שני כל גבר יגיד את זה לחברה שלו, גם אם זה משהו שהוא באמת בא בקטע תמימותי, יכול להיות שאצלו זה פשוט טבעי ובסדר.  
 
חשוב לי לציין שלבחור הזה יש חברה, הוא אף פעם לא מדבר עליה, הייתה פעם אחת שהוא הגיע איתה לעבודה והם הסתובבו ואני עמדתי לידם ולא שמתי לב שזה הוא (הייתי מרוכזת במשהו אחר) פתאום אני מסובבת את הראש ורואה שזה הוא והוא לא אמר לי שלום, ואני בטוחה שהוא שם לב שאני עומדת לידו כי הוא היה עם הפנים אלי ואני עם הגב אליו. וכשאמרתי לו ""מה קרה?? אם אתה לא במשמרת אז לא מכבודתך להגיד שלום??"" הוא פשוט ענה כזה יבש ""שלום, לא ראיתי אותך"" (ואני בטוחה שכן) אני לא שואלת אותו עליה כי זה לא ממש מענייני, אבל אני תמיד מספרת לכולם על חבר שלי, כך שאין לאף אחד את הספק הזה אם יש או אין לי חבר, הוא תמיד אומר לי שאני חברה גרועה ואני לא ממש מבינה למה הוא אומר את זה אבל אני לא מיחסת לזה חשיבות אלא פשוט צוחקת על זה ומדפדפת הלאה.. 
 
בקיצור, בלי הרבה חפירות מיותרות, מה אתם אומרים? מצד אחד, יכול להיות שהוא סתם נחמד ונהנה בחברתי והוא מרגיש שאני מבינה את ההומור שלו, מצד שני יכול להיות שהוא נדלק עלי??  
זה לא משהו שאני מרגישה שצריך להעמיד אותו במקום או להיות תקיפה כי בסך הכל הוא באמת לא עשה משהו רע, או שחורג לדעתי מגבולות הנורמה, אך ממה זה נובע פתאום?"
200077,1203,"אהלן חברה אני אספר לכם את הסיפור שלי ומקווה לשמוע עצות 
לצורך הסיפור השם שלי זה יואב,היי אני יואב בן 14 ויש מישהי שאני אוהב כבר מלא זמן אמרתי לה את זה וסיפרתי לה מה אני מרגיש והיא כל הזמן אומרת לי שאני חמוד וכל החרא הזה ומאז שסיפרתי לה שאני אוהב אותה התחלנו ממש להתקרב אבל אני יודע שהיא אוהבת מישהו אחר כבר איזה 9 חודשים והמישהו הזה זה החבר הכי טוב שלי בערך והוא אפילו יושב לידי בכיתה,הילדה שאני אוהב אומרת לי שהיא לא אוהבת אף אחד והיא אומרת לי שהיא רוצה לנסות לאהוב אותי כי בא לה שנהיה ביחד ממש אבל היא אמרה לי תן לי איזה חודש חודשיים שנתקרב יותר ונדבר יותר ואז זה יגרום לי אולי להתאהב בך כי באמת שאני רוצה אני פשוט לא רוצה שנהיה ביחד אם אני לא ממש אוהבת אותך כי ככה זה לא יהיה אמיתי ואני אפגע בך,עכשיו עבר כמה ימים והתחלנו להתקרב והכל ואז החברה הכי טובה שלה ממש טובה יענו בי אף אף אומרת לי שהיא אוהבת אותי הרבה זמן וכל זה ועכשיו אני לא בעניין והיא גם יודעת שאני אוהב את חברה שלה ממש ומאז שהתחלתי להתקרב לזאת שאני אוהב כל פעם שאני בא להחליף מילה איתה אז זאת שאוהבת אותי קוראת לה ולא נותת לי אף פעם לדבר איתה עכשיו כבר כמה ימים לא החלפתי עם זאת שאני אוהב מילה ואני כבר מתחיל לפחד לגשת אליה ואני ממש רוצה אותה ואוהב אותה באמת אז אני לא יודע איך לגרום לה לרצות אותי ואני באמת באמת אוהב אותה,אשמח שתעזרו לי"
200078,1207,"היי..): אני לומדת בכיתה ט ויש ילד שלומד איתי בכיתה....והוא כל הזמן נרתע ממני...אני באמת לא מבינה למה..אף פעם לא דיברנו ולא תיקשרנו אחד עם השני,והוא תמיד כזה נרתע ממני!! נגיד כשהמורה ביקשה ממנו לעבור לידי הוא צרח עליה :""לא נו מה!! לא רוצה אני אשב במקום אחר"".. וליד ילדים אחרים ממש אין לו בעיה לשבת והייתה עוד פעם בתחילת שנה ממש בימים הראשונים בכיתה ז עוד כשבקושי הכרנו המורה ביקשה ממנו לעבור לידי ואז הוא התחיל למלמל :""לא נו אוףףף לא רוצה"".. כשהוא צריך מחק או משהו הוא שואל את כל הילדים שיושבים קרוב אליי יש להם ורק ממני הוא לא מבקש....כשהוא אמור לדבר איתי או להודיע לי משהו..הוא מבקש מאחרים להגיד לי את זה...כשהמורה לא מגיעה ואף אחד לא בכיתה חוץ ממני...הוא לא שואל אותי למה היא לא מגיעה...אלא אם כן יש איתי עוד מישהו בכיתה ואז הוא שואל את המישהו הזה((: גם אם זה מישהו שהוא בקושי מדבר איתו...יום אחד שמעתי אותו מדבר עליי עם חברים שלו והם דיברו על כמה שאני שקטה והוא כזה...""נכון איזה שקטה היא!"" ופעם אחת תפסתי אותו מסתכל עליי במבט חודר כזה((: ואם אף פעם לא הייתה לנו תקשורת כלשהי אחד עם השני...אז למה הוא נמנע ממני? זה בגלל שאני שקטה? במיוחד מפריע לי הקטע הזה שהוא מתווכח עם המורה שהוא לא רוצה לשבת לידי...זה ליד כל הכיתה וכולם מסתכלים עליי...וכשפעם אחת המורה ביקשה ממנו לעבור לידי...אז היו כמה בנים שציחקקו.."
200081,813,"אני סובלת מדיכאון עמוק במשך שנתיים. עברתי הכול מפגיעה עצמית, ניסיון התאבדות, ימים שלמים של לא לצאת מהמיטה או מהחדר, הייתי אצל אינספור פסיכיאטרים ופסיכולוגים שכולם אבחנו אותי כסובלת מדיכאון וחרדה. 
ובכל זאת , היחס שאני מקבלת מההורים שלי בנושא מזעזע. הם טוענים שאני עצלנית, מפונקת, שאני מעמידה פנים כדי להתחמק מאחראיות.  
הם כבר העיפו אותי מהבית פעמיים, הכריחו אותי לישון אצל בת דודה שלי במשך כמה שבועות כל פעם . כעיקרון שניהם אנשים סופר הישגיים. מבחינתם בשלב הזה כבר הייתי צריכה להיות באוניברסיטה באמצע התואר. אף פעם לא שמעתי מהם משהו כמו 'זה בסדר שאת מרגישה ככה. זה לא אשמתך.""  
הלוואי שהייתי יכולה לשים פס על שניהם אבל הם ההורים שלי וכן אכפת לי מה הם חושבים. ההערות שלהם וחוסר ההבנה שלהם גורמת לי לשנוא את עצמי עוד יותר. יש טעם לדבר איתם ולנסות להסביר להם או שאין ברירה מלבד להתעלם מהם ומהיחס המגעיל שלהם כלפיי ?"
200082,1390,"היי אז ככה.. אמא שלי נפטרה לפניי כמעט 6 שנים, ויש לי רק 2 דודות מחו""ל שאני מכירה (בארץ אין לי משפחה בכלל) שהיו איתנו בקשר כשאמא שלי ז""ל היתה בחיים.. כשהיא נפטרה לא שמעתי מהן מילה אחת.. הן לא התקשרו, לא שלחו מכתב.. ויש להן את הכתובת שלי.. עכשיו מה שקרה זה שסבתא שלי בצרפת נפטרה השנה אז הן שלחו לי מכתב להודיע לי על זה וכ""כ נפגעתי שהן לא שלחו מכתב גם כשאמא שלי נפטרה, אני בסה""כ הייתי בת 19 ילדה קטנה מפוחדת ומבוהלת מהחיים שלקחו את אמא שלה.. הן לא טרחו אפילו להגיד לי שהן משתתפות בצערי!!!! עכשיו כשהן שלחו את המכתב שסבתא שלי נפטרה ביקשתי מידיד שלי להתקשר אליהן להביע את תנחומיי (ידיד שלי דובר צרפתית הן דוברות רק צרפתית אני יודעת קצת צרפתית אז העדפתי שהוא ידבר בהתחלה) בקיצור הוא הביע תנחומים בטלפון ואז שאל את דודה שלי ""את רוצה לדבר עם יעל"" וידיד שלי אמר שהיא צעקה כמה וכמה פעמים שהיא לא רוצה לדבר איתי.. וזה דודה שלא ראיתי מגיל 8 ולא הבנתי למה היא לא רוצה לדבר איתי.. אני כ""כ אוהבת אותה כי אני זוכרת אותה מהילדות שהיא היתה ממש כייפית איתי.. ובקיצור נעלבתי שהיא לא רוצה קשר איתי.. אני רוצה לחדש איתה קשר ולדבר על זה איתה אבל אני לא יודעת באיזו גישה לפנות אליה.. מה הגישה אתם אומרים? איך לפנות ולדבר לליבה שתרצה לדבר איתי? אני ממש פגועה ומאוכזבת ולא מבינה למה היא לא רוצה לדבר איתי.. היא יודעת שאני לבד בודדה בלי משפחה כי אני בת יחידה ואין לי אבא או מישהו אחר מלבדה.. מה לעשות? 
גם למה היא לא שלחה מכתב תנחומים כשמא שלי נפטרה??? זו בכל זאת אחותה הקטנה!!!! מישהו יכול להסביר לי מה נסגר איתה????"
200087,1819,"היי, אז אני אסביר על הכתוב בכותרת. 
לא מזמן הכרתי מישהו חדש מבית הספר אנחנו מיודדים ולומדים להכיר אחד את השני, אבל הקטע שהוא ממש מוזר. פעם אחת שאלתי אותו אם הוא רוצה לבוא אליי , כי רציתי להתיידד איתו ובאמת יותר ידידה טובה שלו , וככה הבעתי את זה. הוא חשב לכמה רגעים ואז פשוט אמר ש..הוא לא בא לבתים של בנות ואם תהיה לו חברה זו לא תהיה אני., וסליחה . ולא הבנתי כל כך כי באותו היום או ביום קודם, הוא אמר לי שהוא מתבייש ליד בנות יפות, אז קיבלתי את המסר שהוא בעניין, ובגלל זה עשיתי את הצעד הזה . התייעצתי על זה עם הפסיכולוגית שלי והיא אמרה לי שיכול להיות שהגיב ככה בגלל שזה אולי הבהיל אותו וזה היה די מוקדם ולא נכון לעשות את זה ,והיה קפיצה לכמה צעדים קדימה בידידות שלנו, וזה נשמע די הגיוני. אבל לפתע , ביום אחר, הוא הזכיר את זה (בלי החלק שלו רק השאלה שלי) ואמר שהוא רוצה לבוא אליי ופתאום התחיל להתייחס אליי נורא ב... פלרטטנות ואהבה כזאת - הוא אמר שהוא חושב שהוא מתחיל להתאהב בי, שאל אם יש לי חבר, אמר שהוא יכול להיות חבר החבר שלי, אמר שמהרגע הראשון שהוא ראה אותי הוא אהב אותי. וזה החמיא לי, כמובן, אבל זה היה נורא מבלבל. אבל גם לא העזתי לשאול, להגיד שאני מבולבלת ומה זאת אומרת,  וזאת כנראה בעיה שלי. 
אבל מאז כאילו אין עוד דברים כאלה אנחנו עדיין מדברים אבל כאילו לרוב הוא פשוט כמו טוטם כזה די אדיש אבל איתי הוא לרוב מחייך שאנחנו מדברים, אבל היו שני פעמים שדיברנו על משהו והוא פתאום נהיה קר ומעליב כזה ובסוף אמר עזבי לא משנה , פעם אחת הייתה הום. הסיטואציה הייתה שרציתי לדבר איתו ויזמתי , ראיתי שהוא מסדר משהו ושאלתי אותו אם הוא צריך עזרה, הוא סירב והמשכתי בשלי אבל עמדתי לידו כי... הוא מוצא חן בעיניי ואני אוהבת להיות לידי. הסתכלתי לעברי, על הכיתה... ואחרי כמה זמן כזה הוא פשוט אמר... מה אין לך חיים? ועניתי... לא... האמת שלא... ונעלבתי כי לא הבנתי מאיפה זה בא ולמה הוא פעם אחת נחמד פעם אחת מעליב וקצת בכיתי בגלל זה. אני לא חושבת שהוא בנאדם רע פשוט כל זה לא מסתדר לי ! מה פשר ההתנהגות הזו? הוא מרגיש אליי משהו בכלל? hot n cold"
200091,2706,"היי אסקפיפל ותודה לכל מי שיתייחס. 
לפני שבוע מישהו נפרד ממני (יצאנו חודש ולגמרי הייתי בעניין שלו) זה נגמר כי חברים שלו קצת נידו אותו ושפטו אותו כי הוא יוצא איתי שאני האקסית של חבר שלו (חבר לא מהחברים הכי קרובים שלו אבל עדין חבר שיצאתי איתן שלושה חודשים). אז זה נגמר אני הייתי מאד מאוכזבת ועדיין קצת מתסכל אותי שזה נגמר ככה ולי לא הייתה באמת מילה בנושא כי הוא עשה את הבחירה שלו ואני עשיתי את הבחירה שלי שנכנסתי לזה ויצאתי איתן עוד פעם ועוד פעם ובהתחלה הוא חשב שהוא ישים *** על כולם אבל כנראה זה לא עבד והוא הרגיש שחברים שלו שופטים אותו וצריך לחתוך עכשיו ממש הרגשתי שיכול להיות משהו רציני וגני חושבת שהוא הבן הראשון שבאמת אהבתי וכן זה קצת שבר אותי במיוחד ששמעתי היום שהוא היה עם מישהי מהכיתה שלו בסילבסטר והוא כתב לי 20 דקות לפני הסילבסטר אם אני יוצאת לאיזשהיכ מסיבה? מה כי הוא לא רצה שאני אבוא למסיבה שהוא והיא שם שאני לא אראה אותם? כי הוא היה חרמן וזה היה לפני שהוא ראה אותה? יש אפשרות שהם היו ביחד בזמן שאני והוא יצאנו? אני כבר לא יודעת ומבואסת ורבתח היום עם החברות הכי טובות שלי בעיקר עם ההכי טובה שכל הזמן מקדישה זמן לחברות אחרות שהיא באה אלי ומקטרת עד כמה היא לא אונבת אןתן ואיך הן מדברות ומתייחסות אליה ואז הולכת ומסתובבת איתן ומקדישה להן את כל הזמן שלה בבית ספר ואנחנו החברות שלה אחרי הבית ספר שרק אז היא מקדישה לנו את זמנה זה לא קצת צביעות להתנהג ככה וזה פוגע מה אני חברה שלך רק שמתאים לך בבית ספר את בקושי מודעת לזה שאני קיימת ואחר הצהריים אני הבסט שלך מה אתם חושבים? דיברתי איתה על זה בוואטספ וזה נגמר כמובן בסוג של ריב מהריבים האלה של כיתה ח הקטע זה שהיא מאד עקשנית ולא באמת רואה את הבעיה שמי שפה בשבילה כל הזמן 24/7 באמת רוצה להיות איתה ומרגיש כאילו אני רודפת אחריה כבר שבוע וחצי לקבוע ועכשיו שיש לה חבר והכל היא מתקשרת רק כדי לקטר עליו ולחשוד בו אם הוא לא חזר לאקסית שלו (שבמקרה הייתה פעם החברה הכי טובה שלה ) בקיצור היא לא סומכת עליו ובגלל זה היא מתקשרת אלי כדי לפרוק את החששות ולחפש מענה ואני תמיד מוכנה לעזור לה והכל אבל רק אחרי רבע שעה היא מזכרת לשאול אה ומה איתך מה קורה שזה גם מבאס כי אני מתקשרת אליה די הרבה תמיד היינו ככה היא מתקשרת אלי כל יום וגם אני אליה אבל בזמן האחרון אני פשוט מרגישה שאני נותנת הרבה הרבה יותר לחברות הזאת מאשר היא וה2 חברות שבחבורה שלנו בדרכ מצדדות בה כי הן שונאות לריב איתה (יודעות שהיא עקשנית ונכנסת חזק) ולכן לא באמת אומרות משהו בנוגע לצביעות שלה שהיא מקטרת על הבנות מהכיתה שלה שפגעו בה ואז רצה להסתובב איתן ומעדיפה להסתובב איתן בבית ספר על פנינו (חשוב לציין שאף אחת מהבנות בחבורה לא באותה כיתה אבל עדיין אני ו2 הבנות האחרות מסתובבות יחד כל הזמן) והיא החברה הכי הכי טובה בקושי מסתובבת איתנו בבית ספר. אז תודה שקראתם את הכל באמת הייתי חייבת לפרוק ואני אסכם ואגיד שהביטחון שלי בשבוע האחרון ירד לחלוטין וזה הגיע למצב שאני כבר לא רוצה ללכת לבית ספר ואני לא יודעת מה לעשות עם עצמי ולהחזיר את עצמי לבן אדם שהייתי לפני כל הריבים ולפני שהכרתי את הבחור שדי שבר לי את הלב"
200096,1142,"שלום אסקפיפל.. 
אז הסיפור קצת מוזר. 
שנה שעברה היה בבית הספר מנקה ערביה (מניחה שמדת האסלאם) ויום אחד בסוף הלימודים נשארתי לבד בכיתה ואז המנקה באה ונכנסה התחילה לנקות ואז היא עצרה אותי כשעמדתי לצאת החוצה והחמיאה לי על הבגדים ועל השיער ואמרה לי שתלמד אותי ערבית איך להגיד את הגיל שלי בערבית וביקשה ממני לחזור אחריה ואז היא אמרה אנא בחיבק בערבית שאלה אותי אם אני יודעת מזה ולא עניתי אז היא אמרה שזה אני אוהבת אותך והיא ביקשה ממני לחזור אחריה ולהגיד לה את זה גם. לא עניתי לה ואמרתי להתראות והלכתי. בקיצור הרגשתי מוטרדת ומדי פעם דפקה לי מבטים החמיאה לי ובסוף היא גם התפטרה. כל כמה שבועות הביאו מנקות חדשות לבצפר ויש אחת חדשה שהיא דווקא ממש נחמדה והיום אני התיישבתי על כיסא והיא באה אליי שאלה אותי איך אני מרגישה וחייכה אליי ושאלה עד מתי אני לומדת היום ותוך כדי היא התחילה ללטף לי את הכתף ולהתחיל להזיז את היד לכיוון החזה הלוך ושוב ואז היא ליטפה לי את הסנטר והפרצוף והתקרבה אליי והיא ראתה שקצת התפתלתי אבל הפסיקה רק אחרי שמישהו הגיע. אני לא יודעת אם זה נחשב הטרדה מינית אבל הרגשתי מאוד מוטרדת. היא בסך הכל נחמדה אני לא יודעת אם זה מחיבה ואם לא אז מה אני עושה במקרה כזה? אני לא רוצה שיהיה לה רע היא יחסית מבוגרת סבתא כזאת קטנה.. מה אתם מציעים שאעשה?"
200097,1291,"היינו בקשר חודש וחצי אני הקשר הראשון שלו הוא בא 18 בצבא אני בת 16 נשארנו ידידים טובים מדברים כמעט כל יום על קשרים זוגיים בכללי בעיקר 
אבל אני רוצה להחזיר את הקשר הוא המשיך הלאה  
דיברנו כמה ימים אחר כך נפגשנו בהתחלה הוא ראה את זה כעוד מישהי לסמן וי אבל לא היה על מה בפעם השנייה שנפגשנו הוא התחיל לראות את זה כמעבר לסטוץ אחרי שבוע וחצי בערך וחמש/שש פגישות התחילו הרגשות ואחרי שלוש פעמים שנפגשנו עשינו על יבש הוא בלי בגדים אני עם תחתונים והוא גמר 
זה משהו שלא עשיתי לפני 
אחרי בערך חודש של קשר החלטתי לראות מה הוא מרגיש ובלי שבאמת הרגשתי ככה אמרתי שאני אוהבת אותו והוא לא החזיר והיו שבועיים של בלבול הדדי שבסופו הוחלט לחתוך את הקשר בשבועיים האלה מישהי התחילה איתו והם נפגשו כבר פעם או פעמיים ועוד לא התנשקו הם מדברים ממש מעט ונפגשו רק פעם או פעמיים במשך שבועיים בערך שהם מדברים ומדברים פעם ביום גם זה לא בדיוק 
אני ממש רוצה שניפגש לא נפגשנו שבוע לפני שחתכנו סופית עוד ואני מתגעגעת אליו אנחנו מדברים כל יום בערך בכמה ימים האחרונים בעיקר על יחסים וקשרים 
ואני ממש ממש רוצה שננסה שוב את הקשר 
יש לי מה לעשות או פשוט לשחרר?  
חשוב לי ממש לציין שגם הוא הרגיש אלי ולא כי הוא אמר לי ואני ילדה בת 16 שחיה בסרט הוא לא אחד שמשחק למרות שזה הכי נשמע ככה תנסו רק לראות אם באמת יש לי איך להחזיר את הקשר למעבר לידידות ולא רק להגיד שהוא לא שווה את זה כי בלי להכיר אופי אמיתי של בן אדם אי אפשר להגיד כאלו דברים"
200098,1315,"אז אני בכיתה ט ועשיתי שנה שעברה אבחון שאחד מההקלות שמגיע לי הוא הקראה ברבי מלל. 
 
 ממשרד החינוך הוציא חוק חדש שאומר שכל מי שצריך לקבל הקראה במבחנים צריך לעשות שתי מבחנים אחד אם הקראה והשני בלי וצריך ליהיות פער של לפחות 20 נקודות בניהם כדי שאני יוכל לקבל את ההקראה הם בעצם מתעלמים מהאבחון שעשיתי ליפני שנה שאפילו לא עברה שנה עשיתי את זה שלושה חודשיים ליפני סיום שנת הלימודים הקודמת. 
 
אז היום היה לי מבחן באזרחות והמורה וכל הכיתה הלחיצו אותי ואמרו לי שבמבחן הראשון אני צריכה להיכשל בכוונה ולא עשיתי את זה כי אני צריכה ציון גבוה באזרחות, בקיצור עשיתי את המבחן הכי טוב שיכולתי ואחריזה המורה עשתה לי את אותו מבחן אם הקראה ועשיתי בדיוק אותו דבר כי אלו התשבות הנכונות, והילדים בכיתה וחברות הלחיצו אותי שאם אני מצליחה בשניהם אני לא יהיה זכאית יותר להקראה גם במקצועות אחרים שלא כוללים עברית לדוגמא אנגלית וערבית. עכשיו אין לי בעיה שאני לא יקבל הקראה השפה העברית אבל אני באמת לא צריכה ולא משתמשת בזה אבל באנגלית אני ממש צריכה וזה עוזר לי. 
 
האם באמת ייקחו לי את ההקראה בכל המקצועות? 
האם יתחשבו בי באנגלית ובשפות זרות? 
האם החוק הזה באמת יכול לקחת ממני את ההקראה שמגיעה לי ועוזרת לי? 
אם באמת ייקחו לי את ההקראה בשפות הזרות למי אני יכולה לפנות שיעזור לי? 
 
נ.ב המורה לאנגלית שלי היא גם המחנכת שלי וגם רכזת אנגלית היא אולי יכולה לעשות משהו כדי לעזור לי אם יקחו לי את ההקראה באנגלית? 
 
סליחה שחפרתי אבל זה באמת מהמון דאגה"
